Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Tyyppi;Alatyyppi;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Luonnehdinta;Alkoholi-%;Energia kcal/100 ml
956342;Aranleón Sólo Cava Orgánico Brut;Bodega Aranleón;0,75 l;13.98;18.64;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, aromikas, mineraalinen, sitruksinen;12.5;70.0
508777;Blossom Cava Brut;Stella Wines;0,75 l;10.99;14.52;kuohuviinit & samppanjat;Pehmeä & kepeä;;Espanja;;;Erittäin kuiva, keskihapokas, hedelmäinen, kevyen sitruksinen, hennon yrttinen;11.5;70.0
538677;Campo Viejo Reserva Cava Brut;Domecq Bodegas;0,75 l;11.49;15.19;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, sitruksinen, päärynäinen, kevyen paahteinen, kukkainen;11.5;70.0
579427;Can Sala Cava Brut Nature 2008;Casa Sala;0,75 l;87.89;117.19;kuohuviinit & samppanjat;Runsas & paahteinen;;Espanja;;2008;Erittäin kuiva, hapokas, kypsän sitruksinen, aprikoosinen, marsipaaninen, mineraalinen, kevyen briossinen, vivahteikas, tyylikäs, pitkä;12.5;70.0
934252;Can Suriol Reserva Cava Brut Nature 2017;Can Suriol;0,75 l;21.50;28.67;kuohuviinit & samppanjat;Runsas & paahteinen;;Espanja;;2017;Erittäin kuiva, hapokas, briossinen, omenainen, sitruksinen;12.0;70.0
917071;Capcanes Reserva Cava Brut;Celler de Capcanes;0,75 l;16.40;21.87;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, keskihapokas, kukkainen, keltaomenainen;11.5;70.0
504057;Casa Maria Brut Organic Cava;Green Valley Wines;0,75 l;13.99;18.52;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, keskihapokas, aprikoosinen, sitruksinen, päärynäinen, hennon yrttinen;11.5;70.0
584134;Casa Maria Organico Cava Semi Seco;Green Valley Wines;0,375 l;6.89;18.11;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Puolimakea, keskihapokas, päärynäinen, kypsän sitruksinen, kevyen hunajameloninen, yrttinen;11.5;80.0
008971;Castellblanc Cava Seco;Castellblanc;0,75 l;10.99;14.52;kuohuviinit & samppanjat;Pehmeä & kepeä;;Espanja;;;Puolikuiva, keskihapokas, päärynäinen, keltaluumuinen, kevyen paahteinen, hennon yrttinen;11.5;70.0
924597;Castellblanc Organic Cava Brut Nature;Castellblanch;0,75 l;13.99;18.65;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;;Erittäin kuiva, hapokas, sitruksinen, raparperinen, keltaluumuinen, pähkinäinen, kevyen paahteinen;11.5;70.0
551494;Castellblanc Rosado Cava Brut;Castellblanch;0,375 l;6.98;18.35;kuohuviinit & samppanjat;Pehmeä & kepeä;;Espanja;;;Erittäin kuiva, keskihapokas, vadelmainen, punaherukkainen, kevyen yrttinen, hennon kukkainen;12.0;70.0
528017;Castellblanc Rosado Cava Medium Dry;Castellblanc;0,75 l;10.99;14.52;kuohuviinit & samppanjat;Lempeä & makeahko;;Espanja;;;Puolimakea, keskihapokas, metsämansikkainen, kirsikkainen, mausteinen;12.0;80.0
918855;Cava Mar Salada Brut Nature;I Tant Vins;0,75 l;13.49;17.85;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, aprikoosinen, tasapainoinen, hedelmäinen;11.5;70.0
958268;Celebrandum Reserva Cava Sec;Cofama Vins;0,75 l;11.99;15.85;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Puolikuiva, hapokas, päärynäinen, persikkainen, paahteinen;11.5;70.0
954923;Celler 9+ Medol Seleccio Cartoixa Dry;Celler 9+;0,75 l;26.71;35.61;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;;Kuiva, hapokas, paahteinen, ryhdikäs;12.5;70.0
939661;Chin Chin Cava Brut;Josep Masachs;0,75 l;17.14;22.85;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, sitruksinen, hedelmäinen, tyylikäs;11.5;70.0
585987;Cinzia Brut Organic;Mont Marçal;0,75 l;11.99;15.85;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, keskihapokas, aprikoosinen, kevyen keltaomenainen, päärynäinen, hennon mineraalinen;11.5;70.0
918717;Codorniu Cuvee Barcelona Cava Brut;Codorníu;0,75 l;12.29;16.25;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, omenainen, sitruksinen, mausteinen;11.5;70.0
509947;Codorniu Ecológica Cava Semi Seco;Codorníu;0,75 l;11.49;15.19;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Puolimakea, hapokas, kypsän sitruksinen, aprikoosinen, kevyen mineraalinen, hennon paahteinen;11.5;80.0
909398;Codorníu Ars Collecta Blanc de Blancs Gran Reserva Brut 2015;Codorníu;0,75 l;22.89;30.52;kuohuviinit & samppanjat;Runsas & paahteinen;;Espanja;;2015;Erittäin kuiva, hapokas, persikkainen, paahteinen, briossinen;11.5;70.0
952863;Codorníu Ars Collecta Blanc de Noirs Gran Resreva 2015;Codorníu;0,75 l;22.89;30.52;kuohuviinit & samppanjat;Runsas & paahteinen;;Espanja;;2015;Erittäin kuiva, hapokas, marjainen, kukkainen, aromikas;11.5;70.0
008912;Codorníu Clasico Cava Sec;Codorníu;0,375 l;6.79;17.84;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Puolikuiva, hapokas, kypsän sitruksinen, viheromenainen, hennon paahteinen, mausteinen;11.5;70.0
589113;Codorníu Clasico Cava Sec;Codorníu;0,2 l;3.79;18.45;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Puolikuiva, hapokas, kypsän sitruksinen, viheromenainen, hennon paahteinen, mausteinen;11.5;70.0
516904;Codorníu Clasico Rosé Cava Seco;Codorníu;0,375 l;6.98;18.35;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Puolikuiva, keskihapokas, karpaloinen, mansikkainen, kypsän punaherukkainen, raikas;12.0;80.0
008911;Codorníu Clásico Cava Sec;Codorníu;0,75 l;9.98;13.17;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Puolikuiva, hapokas, kypsän sitruksinen, viheromenainen, hennon paahteinen, mausteinen;11.5;70.0
907392;Codorníu Clásico Rosado Cava Brut;Codorníu;0,75 l;10.90;14.4;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, vadelmainen, hedelmäinen, ryhdikäs;12.0;70.0
905004;Codorníu Cuvee Barcelona Rosé Brut;Codorníu;0,75 l;12.98;17.17;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, vadelmainen, mansikkainen, sitruksinen, omenainen;12.0;70.0
541453;Codorníu Ecologica Cava Brut;Codorníu;0,2 l;4.28;20.9;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, keltaomenainen, kypsän sitruksinen, hennon päärynäinen, mantelinen, pähkinäinen;11.5;70.0
942665;Codorníu Rosado Cava Brut;Codorníu;0,2 l;4.95;24.25;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, vadelmainen, hedelmäinen;12.0;70.0
949044;Colet A Priori Brut 2018;Colet Viticultors;0,75 l;19.95;26.6;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;2018;Erittäin kuiva, hapokas, aromikas, hedelmäinen;12.0;70.0
911816;Colet Vatua! Extra Brut 2018;Colet Viticultors;0,75 l;19.95;26.6;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;2018;Erittäin kuiva, hapokas, kukkainen, yrttinen;12.0;70.0
945187;Covides Xenius Cava Semi Seco;Covides;0,75 l;11.29;14.92;kuohuviinit & samppanjat;Pehmeä & kepeä;;Espanja;;;Puolimakea, keskihapokas, hedelmäinen;11.5;80.0
515357;Cygnus Albireo Organic Cava Brut;U Mes U Fan Tres;0,75 l;13.99;18.52;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;;Erittäin kuiva, hapokas, sitruksinen, persikkainen, päärynäinen, mineraalinen, yrttinen;11.5;70.0
916328;Dignitat Cava Brut;Cofama;0,75 l;10.99;14.52;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, sitruksinen, persikkainen, kukkainen;11.5;70.0
900204;Dignitat Cava Semi Sec;Cofama;0,75 l;10.99;14.52;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Puolikuiva, hapokas, päärynäinen, hunajameloninen, persikkainen, sitruksinen, yrttinen;11.5;80.0
932082;Dignitat Organic Cava Brut;Cofama;0,75 l;11.99;15.85;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, omenainen, kypsän sitruksinen, persikkainen, kevyen yrttinen;11.5;70.0
920347;Dominio de Punctum Organic Sparkling Brut;Dominio de Punctum;0,75 l;11.99;15.85;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, keltaomenainen, valkopersikkainen, päärynäinen, kypsän herukkainen, yrttinen;12.0;70.0
526647;Don Luciano Semi Seco;Garcia Carrion;0,75 l;7.99;10.52;kuohuviinit & samppanjat;Lempeä & makeahko;;Espanja;;;Puolimakea, keskihapokas, persikkainen, hedelmäkarkkinen, kevyen mausteinen;11.0;80.0
926177;Duc de Foix Cava Brut Nature;Covides;0,75 l;13.50;17.87;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;;Erittäin kuiva, hapokas, viheromenainen, sitruksinen, persikkainen, greippinen, kukkainen, mineraalinen, yrttinen;12.0;70.0
949334;El Mar Cava Brut;Vinimundi;0,75 l;10.99;14.52;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, keskihapokas, omenainen, sitruksinen, paahteinen;11.5;70.0
512967;El Miracle Cava Seco;Vicente Gandia;0,75 l;9.98;13.17;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Puolikuiva, hapokas, kypsän sitruksinen, viherpäärynäinen, persikkainen, kevyen paahteinen;11.5;80.0
921437;El Miracle Organic Cava Brut;Vicente Gandía;0,75 l;12.98;17.17;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, viheromenainen, sitruksinen, persikkainen, valkoherukkainen, mantelinen;11.5;70.0
958601;Entre Vinyes Funàmbul Equilibri Natural Cava Reserva Brut Nature 2016;Entre Vinyes;0,75 l;17.99;23.99;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;2016;Erittäin kuiva, erittäin hapokas, aprikoosinen, viheromenainen, hedelmäinen;11.5;70.0
937947;Evergreen Organic Seco;Les Jardins de l'Orbrie;0,75 l;9.98;13.17;kuohuviinit & samppanjat;Pehmeä & kepeä;;Espanja;;;Puolikuiva, keskihapokas, hedelmäinen, mausteinen;11.0;70.0
954832;FC Barcelona Cava Brut;Maset del Lleó;0,75 l;18.99;25.19;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, keskihapokas, aromikas, omenainen, sitruunainen;11.0;70.0
534527;Faustino Cava Extra Seco;Bodegas Faustino;0,75 l;11.49;15.19;kuohuviinit & samppanjat;Pehmeä & kepeä;;Espanja;;;Kuiva, keskihapokas, keltaomenainen, hunajameloninen, kypsän keltaluumuinen, hennon paahteinen;11.5;70.0
939014;Federico Paternina Banda Azul Vintage Cava Brut 2018;United Wineries Estate;0,75 l;12.20;16.13;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;2018;Erittäin kuiva, hapokas, sitruksinen, viheromenainen, aprikoosinen;11.5;70.0
900817;Flors Blanques Cava Brut;Viinitie;0,75 l;13.89;18.52;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, limettinen, viheromenainen, keltaluumuinen, mineraalinen;11.0;70.0
918982;Flors Blanques Cava Organic Reserva Brut;Agrupacio De Viticultours ArteSanals;0,75 l;14.49;19.32;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, kukkainen, limettinen, viheromenainen;11.5;70.0
901347;Freixenet Bio Cava Brut;Freixenet;0,75 l;12.39;16.39;kuohuviinit & samppanjat;Pehmeä & kepeä;;Espanja;;;Erittäin kuiva, keskihapokas, hedelmäinen, yrttinen, aromikas;11.5;70.0
008966;Freixenet Carta Nevada Cava Medium Dry;Freixenet;0,75 l;9.98;13.17;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Puolimakea, keskihapokas, kypsän sitruunainen, persikkainen, voikukkainen, lipstikkainen;11.5;80.0
008965;Freixenet Carta Nevada Cava Semi Seco;Freixenet;0,2 l;3.69;17.95;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Puolimakea, keskihapokas, kypsän sitruunainen, persikkainen, voikukkainen, lipstikkainen;12.0;80.0
008964;Freixenet Cordon Negro Cava Brut;Freixenet;0,2 l;3.90;19.0;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, erittäin hapokas, omenainen, sitruunainen, mausteinen;11.5;70.0
008961;Freixenet Cordon Negro Cava Brut;Freixenet;0,75 l;10.99;14.52;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, erittäin hapokas, omenainen, sitruunainen, mausteinen;11.5;70.0
902434;Freixenet Cordon Negro Cava Brut;Freixenet;0,375 l;6.79;17.84;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;;Erittäin kuiva, erittäin hapokas, omenainen, sitruksinen, mausteinen;11.5;70.0
008963;Freixenet Cordon Negro Magnum Cava Brut;Freixenet;1,5 l;23.49;15.59;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, erittäin hapokas, omenainen, sitruunainen, mausteinen;11.5;70.0
595827;Freixenet Elyssia Cuvée de Prestige Pinot Noir Cava Brut;Freixenet;0,75 l;19.99;26.52;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;;Erittäin kuiva, hapokas, villivadelmainen, metsämarjainen, sitruksinen, kevyen paahteinen, mineraalinen, tasapainoinen;12.0;70.0
531257;Freixenet Elyssia Gran Cuvée Cava Brut;Freixenet;0,75 l;19.99;26.52;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;;Erittäin kuiva, hapokas, hunajameloninen, keltaluumuinen, sitruksinen, mineraalinen, hennon paahteinen, elegantti;12.0;70.0
919127;Freixenet Ice Cuvée Especial Cava Semi Seco;Freixenet;0,75 l;11.99;15.85;kuohuviinit & samppanjat;Lempeä & makeahko;;Espanja;;;Puolimakea, keskihapokas, persikkainen, päärynäinen, hennon rusinainen, kevyen mausteinen;11.5;80.0
953977;Freixenet Ice Rosé Cuvée Especial Cava Semi Seco;Freixenet;0,75 l;11.99;15.85;kuohuviinit & samppanjat;Lempeä & makeahko;;Espanja;;;Puolimakea, hapokas, vadelmahilloinen, kevyen metsämansikkainen, persikkainen;12.0;80.0
541513;Freixenet Mia Moscato;Freixenet;0,2 l;3.59;17.45;kuohuviinit & samppanjat;Lempeä & makeahko;;Espanja;;;Makea, keskihapokas, päärynäinen, persikkainen, runsaan kukkainen;7.0;80.0
927147;Freixenet Mia Moscato;UCSA;0,75 l;9.68;12.77;kuohuviinit & samppanjat;Lempeä & makeahko;;Espanja;;;Makea, keskihapokas, päärynäinen, persikkainen, runsaan kukkainen;7.0;80.0
910883;Freixenet Mia Moscato Rose;Freixenet;0,2 l;3.59;17.45;kuohuviinit & samppanjat;Lempeä & makeahko;;Espanja;;;Makea, keskihapokas, mansikkainen, vadelmahilloinen, ruusuinen;7.0;80.0
008512;Freixenet Vintage Reserva Cava Brut Nature 2017;Freixenet;0,75 l;13.99;18.52;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;2017;Erittäin kuiva, hapokas, kypsän sitruksinen, tuoreen aprikoosinen, hennon briossinen, mineraalinen;12.0;70.0
585637;Freixenet Xperiencia Cava Seco;Freixenet;0,75 l;11.49;15.19;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Puolikuiva, hapokas, hedelmäinen, päärynäinen, keltaluumuinen, mausteinen;11.5;70.0
530517;Gramona Celler Batlle Corpinnat Brut 2010;Gramona;0,75 l;74.89;99.85;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;2010;Erittäin kuiva, hapokas, aprikoosinen, sitruksinen, mineraalinen, kevyen valkosuklainen, hennon briossinen, tasapainoinen, elegantti, silkkinen;12.0;70.0
594427;Gramona III Lustros Corpinnat Brut Nature 2013;Gramona;0,75 l;43.90;58.53;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;2013;Erittäin kuiva, hapokas, valkopersikkainen, sitruksinen, mineraalinen, hennon pähkinäinen, paahteinen, tyylikäs;12.5;70.0
555777;Gramona Imperial Gran Reserva Cava Brut 2010;Gramona;0,75 l;29.90;39.73;kuohuviinit & samppanjat;Runsas & paahteinen;;Espanja;;2010;Erittäin kuiva, hapokas, kypsän sitruksinen, keltaomenainen, keltaluumuinen, paahteinen, mineraalinen, tasapainoinen;12.0;70.0
540777;Gramona Imperial Gran Reserva Cava Brut 2012;Gramona;0,75 l;29.98;39.84;kuohuviinit & samppanjat;Runsas & paahteinen;;Espanja;;2012;Erittäin kuiva, hapokas, limettinen, nektariininen, hunajameloninen, kevyen kermatoffeinen, paahteinen, tasapainoinen;12.0;70.0
904247;Gramona La Cuvée Corpinnat Brut 2016;Gramona;0,75 l;25.98;34.51;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;2016;Erittäin kuiva, hapokas, elegantti, paahteinen, viheromenainen;12.0;70.0
918675;Gran Barón Bio Cava Brut;Masia Vallformosa;0,75 l;12.50;16.53;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, keskihapokas, päärynäinen, kypsän sitruunainen, persikkainen, yrttinen, kevyen paahteinen;11.5;70.0
944634;Gran Barón Rose Cava Brut;Masia Vallformosa;0,75 l;12.50;16.53;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;;Erittäin kuiva, hapokas, mansikkainen, tyylikäs, vivahteikas;12.0;70.0
556464;Hola! Rosé Cava Seco 2017;Barcelona Brands;0,375 l;8.70;22.93;kuohuviinit & samppanjat;Pehmeä & kepeä;;Espanja;;2017;Puolikuiva, keskihapokas, metsämansikkainen, kypsän vadelmainen, hennon kirsikkainen;11.5;70.0
950063;Honka Cava Brut;Agrupació De Viticultors Artesanals S.L.;0,75 l;14.99;19.99;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;;Erittäin kuiva, hapokas, limettinen, viheromenainen, keltaluumuinen;11.0;70.0
552097;Jaume Serra Cava Brut;Jaume Serra;0,75 l;9.58;12.64;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, keskihapokas, kypsän ananaksinen, kevyen greippinen, kevyen yrttinen, paahteinen;11.5;70.0
520513;Jaume Serra Cava Brut Nature;Jaume Serra;0,2 l;3.65;17.75;kuohuviinit & samppanjat;Pehmeä & kepeä;;Espanja;;;Erittäin kuiva, keskihapokas, kypsän omenainen, hennon keltaluumuinen, kevyen paahteinen;11.5;60.0
500787;Jaume Serra Oodi Vapaudelle Cava Semi Seco;Jaume Serra;0,75 l;10.69;14.12;kuohuviinit & samppanjat;Pehmeä & kepeä;;Espanja;;;Puolimakea, keskihapokas, sitruksinen, persikkainen, kevyen passionhedelmäinen, hennon yrttinen;11.5;80.0
916437;Jaume Serra Organic Cava Brut;J. García Carrión;0,75 l;10.99;14.52;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, kypsän sitruksinen, viheromenainen, kevyen greippinen, paahteinen, yrttinen;11.5;70.0
957957;Jaume Serra Rosado Cava Brut;Jaume Serra;0,75 l;10.48;13.84;kuohuviinit & samppanjat;Pehmeä & kepeä;;Espanja;;;Erittäin kuiva, keskihapokas, hedelmäinen, vadelmainen, punaherukkainen, kevyen metsämansikkainen;11.5;70.0
933716;Julià & Navinès Organic Cava Brut Nature;U Mes U Fan Tres;0,75 l;12.98;17.17;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, kypsän sitruksinen, keltaomenainen, kevyen mineraalinen;11.5;70.0
902397;Julià & Navinès Organic Cava Semi Seco;U més U fan tres;0,75 l;12.98;17.17;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Puolimakea, keskihapokas, persikkainen, omenainen, kevyen mantelinen;11.5;80.0
936034;Juvé & Camps Cinta Púrpura Reserva Cava Brut;Propietat d'Espiells;0,375 l;10.06;26.83;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, keskihapokas, hedelmäinen, kukkainen;12.0;70.0
911317;Juvé y Camps Cinta Purpura Reserva Cava Brut 2017;Propietat d'Espiells;0,75 l;18.50;24.67;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;2017;Erittäin kuiva, keskihapokas, hedelmäinen, kukkainen;12.0;70.0
543067;Juvé y Camps Cinta Púrpura Reserva Cava Semi Seco 2017;Juvé y Camps;0,75 l;15.75;20.87;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;2017;Puolimakea, keskihapokas, kypsän aprikoosinen, keltaluumuinen, sitruksinen, kevyen päärynäinen, hennon paahteinen;12.0;80.0
918997;Juvé y Camps Gran Reserva Cava Brut 2015;Propietat d'Espiells;0,75 l;37.27;49.69;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;2015;Erittäin kuiva, keskihapokas, briossinen, hedelmäinen, kermainen;12.0;70.0
926167;Juvé y Camps Gran Reserva Cava Brut Nature 2016;Propietat d'Espiells;0,75 l;24.42;32.56;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;2016;Erittäin kuiva, keskihapokas, hedelmäinen, kukkainen;12.0;70.0
909521;L'Alba al Turó Brut Nature;Mas Goma;0,75 l;25.32;33.76;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, kukkainen, omenainen, sitruksinen;11.5;70.0
926931;L'alba al Turó Rosat Brut Nature;Mas Gomá;0,75 l;25.32;33.76;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, vadelmainen, sitruksinen, aprikoosinen;11.5;70.0
521747;La Brava Cava Semi Seco Organic;Masachs;0,75 l;9.79;12.92;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Puolimakea, keskihapokas, keltaluumuinen, kevyen aprikoosinen, kypsän sitruksinen, hennon paahteinen;11.5;80.0
949604;La Granja 360 Cava Brut;Axial Vinos;0,75 l;11.99;15.99;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, viheromenainen, päärynäinen, sitruksinen;11.5;70.0
538437;La Vida al Camp Rosé Cava Brut 2018;Vins de Terrer;0,75 l;15.99;21.19;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;2018;Erittäin kuiva, hapokas, aprikoosinen, vadelmainen, sitruksinen, herukkainen, mineraalinen;11.5;70.0
948527;Llopart Integral Cava Brut Nature;Llopart;0,75 l;25.83;34.44;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, keskihapokas, hedelmäinen, omenainen, persikkainen;11.5;70.0
952887;Llopart Panoramic Gran Reserva Imperial Brut  2012;Llopart;0,75 l;31.68;42.24;kuohuviinit & samppanjat;Runsas & paahteinen;;Espanja;;2012;Erittäin kuiva, keskihapokas, omenainen, paahteinen, kermainen;11.5;70.0
924737;Llopart Rosé Cava Brut 2015;Llopart;0,75 l;25.38;33.84;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;2015;Erittäin kuiva, keskihapokas, hedelmäinen, tyylikäs;11.5;70.0
586227;Lumen Reserva Brut 2017;Bodegas Bilbaínas;0,75 l;15.98;21.17;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;2017;Erittäin kuiva, hapokas, keltaluumuinen, viheromenainen, kypsän sitruksinen, hennon hunajameloninen, kevyen yrttinen;12.0;70.0
525114;MIM Natura Pinot Noir Rosé Cava Brut 2019;Vins El Cep;0,375 l;9.48;25.01;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;2019;Erittäin kuiva, hapokas, metsämansikkainen, kirsikkainen, vadelmainen, kevyen paahteinen;12.0;70.0
945296;MIM Reserva Cava Brut 2018;Agrupació de Viticultors Artesanals;0,75 l;13.40;17.87;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;2018;Erittäin kuiva, hapokas, sitruksinen, viheromenainen, päärynäinen;11.0;60.0
583027;Marina Espumante Brut;Bocopa;0,75 l;12.98;17.17;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, hapokas, keltaomenainen, päärynäinen, kevyen meloninen, hennon kukkainen;9.5;60.0
922876;Marquès De La Concordia Reserva de la Familia Brut Nature 2013;United Wineries Estates;0,75 l;26.88;35.71;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;2013;Erittäin kuiva, hapokas, aprikoosinen, sitruunainen, paahteinen;12.0;70.0
939677;Mas Pere Cava Semi Sec;Pere Ventura;0,75 l;13.82;18.43;kuohuviinit & samppanjat;Lempeä & makeahko;;Espanja;;;Puolimakea, keskihapokas, hedelmäinen, persikkainen, metsämansikkainen;11.0;80.0
943837;Mas Pere Rose Cava Brut;Pere Ventura;0,75 l;13.82;18.43;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, keskihapokas, hedelmäinen, mansikkainen, aprikoosinen;11.0;70.0
912307;Mas Pere Seleccion Cava Brut;Pere Ventura;0,75 l;14.87;19.83;kuohuviinit & samppanjat;Pehmeä & kepeä;;Espanja;;;Erittäin kuiva, keskihapokas, hedelmäinen, paahteinen, sitruunainen;11.5;70.0
932283;Maset L'avi Pau Gran Reserva Cava Brut Nature 2014;Maset;0,75 l;17.99;23.99;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;Espanja;;2014;Erittäin kuiva, hapokas, kypsän greippinen, aprikoosinen, viherpäärynäinen, yrttinen, kevyen kermainen, tasapainoinen;11.5;70.0
535167;Mistinguett Vintage Edition Rosé Cava Brut 2018;Masia Vallformosa;0,75 l;11.99;15.85;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;2018;Erittäin kuiva, hapokas, sitruksinen, vadelmainen, kevyen metsämarjainen, paahteinen;12.0;70.0
507347;Monistrol Selección Especial Cava Brut;Marqués de Monistrol;0,75 l;9.85;13.0;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;Espanja;;;Erittäin kuiva, keskihapokas, kypsän aprikoosinen, keltaluumuinen, kevyen hunajameloninen, yrttinen;11.5;70.0
